ManagementPackId,WorkflowId,WorkflowType,DisplayName,Description,OverrideParameterName,OverrideParameterType,DefaultValue,Minimal,Notes
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.BigIp.CPUCore,Discovery,F5 BIG-IP CPU Cores Group and CPU core Discovery,Discovers F5 BIG-IP CPU cores group and CPU cores for F5 BIG-IP using HYCU SCOM Data Collector for F5 BIG-IP.,Port,int,"$Target/Property[Type=""Comtrade.F5.BigIp.Device""]/MPMonitoringPort$",,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.AllNodesGroup,Discovery,All F5 BIG-IP Nodes Group Discovery,Discovers all BIG-IP nodes for All F5 BIG-IP Nodes Group,Enabled,bool,TRUE,TRUE,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.AllNodesGroup,Discovery,All F5 BIG-IP Nodes Group Discovery,Discovers all BIG-IP nodes for All F5 BIG-IP Nodes Group,Debug,bool,FALSE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.AllNodesGroup,Discovery,All F5 BIG-IP Nodes Group Discovery,Discovers all BIG-IP nodes for All F5 BIG-IP Nodes Group,IntervalSeconds,int,14400,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.BigIp.NetworkInterface,Discovery,"F5 BIG-IP Network Interfaces Group, Network interface and Trunk Discovery","Discovers F5 BIG-IP Network interfaces group, Network interfaces and Trunks for F5 BIG-IP using HYCU SCOM Data Collector for F5 BIG-IP.",Enabled,bool,TRUE,TRUE,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.BigIp.NetworkInterface,Discovery,"F5 BIG-IP Network Interfaces Group, Network interface and Trunk Discovery","Discovers F5 BIG-IP Network interfaces group, Network interfaces and Trunks for F5 BIG-IP using HYCU SCOM Data Collector for F5 BIG-IP.",IntervalSeconds,int,14400,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.BigIp.NetworkInterface,Discovery,"F5 BIG-IP Network Interfaces Group, Network interface and Trunk Discovery","Discovers F5 BIG-IP Network interfaces group, Network interfaces and Trunks for F5 BIG-IP using HYCU SCOM Data Collector for F5 BIG-IP.",Debug,bool,FALSE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.BigIp.NetworkInterface,Discovery,"F5 BIG-IP Network Interfaces Group, Network interface and Trunk Discovery","Discovers F5 BIG-IP Network interfaces group, Network interfaces and Trunks for F5 BIG-IP using HYCU SCOM Data Collector for F5 BIG-IP.",SyncTime,string,,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.BigIp.NetworkInterface,Discovery,"F5 BIG-IP Network Interfaces Group, Network interface and Trunk Discovery","Discovers F5 BIG-IP Network interfaces group, Network interfaces and Trunks for F5 BIG-IP using HYCU SCOM Data Collector for F5 BIG-IP.",TimeoutSeconds,int,900,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.BigIp.NetworkInterface,Discovery,"F5 BIG-IP Network Interfaces Group, Network interface and Trunk Discovery","Discovers F5 BIG-IP Network interfaces group, Network interfaces and Trunks for F5 BIG-IP using HYCU SCOM Data Collector for F5 BIG-IP.",Port,int,"$Target/Property[Type=""Comtrade.F5.BigIp.Device""]/MPMonitoringPort$",,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.BigIp.Fan,Discovery,F5 BIG-IP Fan Group and Fan Discovery,Discovers F5 BIG-IP fan group and fans for F5 BIG-IP using HYCU SCOM Data Collector for F5 BIG-IP.,Enabled,bool,FALSE,FALSE,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.BigIp.Fan,Discovery,F5 BIG-IP Fan Group and Fan Discovery,Discovers F5 BIG-IP fan group and fans for F5 BIG-IP using HYCU SCOM Data Collector for F5 BIG-IP.,TimeoutSeconds,int,900,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.BigIp.Fan,Discovery,F5 BIG-IP Fan Group and Fan Discovery,Discovers F5 BIG-IP fan group and fans for F5 BIG-IP using HYCU SCOM Data Collector for F5 BIG-IP.,Debug,bool,FALSE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.BigIp.Fan,Discovery,F5 BIG-IP Fan Group and Fan Discovery,Discovers F5 BIG-IP fan group and fans for F5 BIG-IP using HYCU SCOM Data Collector for F5 BIG-IP.,UseCache,bool,TRUE,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.BigIp.Fan,Discovery,F5 BIG-IP Fan Group and Fan Discovery,Discovers F5 BIG-IP fan group and fans for F5 BIG-IP using HYCU SCOM Data Collector for F5 BIG-IP.,IntervalSeconds,int,14400,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.BigIp.Fan,Discovery,F5 BIG-IP Fan Group and Fan Discovery,Discovers F5 BIG-IP fan group and fans for F5 BIG-IP using HYCU SCOM Data Collector for F5 BIG-IP.,SyncTime,string,,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Discovery.BigIp.Fan,Discovery,F5 BIG-IP Fan Group and Fan Discovery,Discovers F5 BIG-IP fan group and fans for F5 BIG-IP using HYCU SCOM Data Collector for F5 BIG-IP.,Port,int,"$Target/Property[Type=""Comtrade.F5.BigIp.Device""]/MPMonitoringPort$",,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.DataCollector.Discovery,Discovery,HYCU SCOM Data Collector for F5 BIG-IP Discovery,Discovers HYCU SCOM Data Collector for F5 BIG-IP.,Enabled,bool,TRUE,TRUE,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.DataCollector.Discovery,Discovery,HYCU SCOM Data Collector for F5 BIG-IP Discovery,Discovers HYCU SCOM Data Collector for F5 BIG-IP.,IntervalSeconds,int,14400,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.DataCollector.Discovery,Discovery,HYCU SCOM Data Collector for F5 BIG-IP Discovery,Discovers HYCU SCOM Data Collector for F5 BIG-IP.,SyncTime,string,,,
Comtrade.F5.BigIp,Comtrade.F5.BigIp.Populate.BigIp.Devices,Discovery,All F5 BIG-IP Devices Discovery,Discovers relationships between All F5 BIG-IP devices group and F5 BIG-IP for all F5 BIG-IP devices. Not using HYCU SCOM Data Collector for F5 BIG-IP.,Enabled,bool,TRUE,TRUE,
Comtrade.F5.BigIp.ASM,Comtrade.F5.BigIp.ASM.Event.RequestsRule,Rule,ASM Event Requests Data,Collecting ASM Event requests data,Enabled,bool,TRUE,TRUE,
Comtrade.F5.BigIp.ASM,Comtrade.F5.BigIp.ASM.Event.RequestsRule,Rule,ASM Event Requests Data,Collecting ASM Event requests data,TimeoutSeconds,int,270,,
Comtrade.F5.BigIp.ASM,Comtrade.F5.BigIp.ASM.Event.RequestsRule,Rule,ASM Event Requests Data,Collecting ASM Event requests data,IntervalSeconds,int,300,,
Comtrade.F5.BigIp.ASM,Comtrade.F5.BigIp.ASM.Event.RequestsRule,Rule,ASM Event Requests Data,Collecting ASM Event requests data,SyncTime,string,,,
Comtrade.F5.BigIp.ASM,Comtrade.F5.BigIp.ASM.Event.RequestsRule,Rule,ASM Event Requests Data,Collecting ASM Event requests data,Debug,bool,FALSE,,
Comtrade.F5.BigIp.ASM,Comtrade.F5.BigIp.ASM.Event.RequestsRule,Rule,ASM Event Requests Data,Collecting ASM Event requests data,UseCache,bool,TRUE,,
Comtrade.F5.BigIp.ASM,Comtrade.F5.BigIp.ASM.Event.RequestsRule,Rule,ASM Event Requests Data,Collecting ASM Event requests data,NumberOfEventsToFetchWithEachRequest,int,500,,
Comtrade.F5.BigIp.ASM,Comtrade.F5.BigIp.ASM.AttackSignatures.UpToDate.Monitor,UnitMonitor,Attack Signatures Are Not Up-To-Date,This monitor checks if attack signatures are up-to-date,Enabled,bool,TRUE,TRUE,
Comtrade.F5.BigIp.ASM,Comtrade.F5.BigIp.ASM.AttackSignatures.UpToDate.Monitor,UnitMonitor,Attack Signatures Are Not Up-To-Date,This monitor checks if attack signatures are up-to-date,TimeoutSeconds,int,270,,
Comtrade.F5.BigIp.ASM,Comtrade.F5.BigIp.ASM.AttackSignatures.UpToDate.Monitor,UnitMonitor,Attack Signatures Are Not Up-To-Date,This monitor checks if attack signatures are up-to-date,IntervalSeconds,int,28800,,
Comtrade.F5.BigIp.ASM,Comtrade.F5.BigIp.ASM.AttackSignatures.UpToDate.Monitor,UnitMonitor,Attack Signatures Are Not Up-To-Date,This monitor checks if attack signatures are up-to-date,SyncTime,string,,,
Comtrade.F5.BigIp.ASM,Comtrade.F5.BigIp.ASM.AttackSignatures.UpToDate.Monitor,UnitMonitor,Attack Signatures Are Not Up-To-Date,This monitor checks if attack signatures are up-to-date,Debug,bool,FALSE,,
Comtrade.F5.BigIp.ASM,Comtrade.F5.BigIp.ASM.AttackSignatures.UpToDate.Monitor,UnitMonitor,Attack Signatures Are Not Up-To-Date,This monitor checks if attack signatures are up-to-date,Threshold,int,49,,
Comtrade.F5.BigIp.ASM,Comtrade.F5.BigIp.ASM.AttackSignatures.UpToDate.Monitor,UnitMonitor,Attack Signatures Are Not Up-To-Date,This monitor checks if attack signatures are up-to-date,UseCache,bool,TRUE,,
Comtrade.F5.BigIp.ASM,Comtrade.F5.BigIp.ASM.VirtualServer.IsUnderAttack.Monitor,UnitMonitor,Virtual Server Is Under Attack,This monitor checks if the F5 LTM Virtual Server is under attack.,Enabled,bool,FALSE,FALSE,
Comtrade.F5.BigIp.ASM,Comtrade.F5.BigIp.ASM.VirtualServer.IsUnderAttack.Monitor,UnitMonitor,Virtual Server Is Under Attack,This monitor checks if the F5 LTM Virtual Server is under attack.,TimeoutSeconds,int,270,,
Comtrade.F5.BigIp.ASM,Comtrade.F5.BigIp.ASM.VirtualServer.IsUnderAttack.Monitor,UnitMonitor,Virtual Server Is Under Attack,This monitor checks if the F5 LTM Virtual Server is under attack.,UseCache,bool,TRUE,,
Comtrade.F5.BigIp.ASM,Comtrade.F5.BigIp.ASM.VirtualServer.IsUnderAttack.Monitor,UnitMonitor,Virtual Server Is Under Attack,This monitor checks if the F5 LTM Virtual Server is under attack.,SyncTime,string,,,
Comtrade.F5.BigIp.ASM,Comtrade.F5.BigIp.ASM.VirtualServer.IsUnderAttack.Monitor,UnitMonitor,Virtual Server Is Under Attack,This monitor checks if the F5 LTM Virtual Server is under attack.,Debug,bool,FALSE,,
Comtrade.F5.BigIp.ASM,Comtrade.F5.BigIp.ASM.VirtualServer.IsUnderAttack.Monitor,UnitMonitor,Virtual Server Is Under Attack,This monitor checks if the F5 LTM Virtual Server is under attack.,IntervalSeconds,int,300,,
Comtrade.F5.BigIp.ASM,Comtrade.F5.BigIp.ASM.VirtualServer.IsUnderAttack.Monitor,UnitMonitor,Virtual Server Is Under Attack,This monitor checks if the F5 LTM Virtual Server is under attack.,NumberOfEventsToFetchWithEachRequest,int,500,,
Comtrade.F5.BigIp.ASM,Comtrade.F5.BigIp.ASM.Discovery.BigIp.ASM.Policy,Discovery,F5 BIG-IP ASM Security Policy Discovery,Discovers F5 BIG-IP ASM Security Policies.,Enabled,bool,TRUE,TRUE,
Comtrade.F5.BigIp.ASM,Comtrade.F5.BigIp.ASM.Discovery.BigIp.ASM.Policy,Discovery,F5 BIG-IP ASM Security Policy Discovery,Discovers F5 BIG-IP ASM Security Policies.,DiscoverAttackSignatures,bool,TRUE,,
Comtrade.F5.BigIp.ASM,Comtrade.F5.BigIp.ASM.Discovery.BigIp.ASM.Policy,Discovery,F5 BIG-IP ASM Security Policy Discovery,Discovers F5 BIG-IP ASM Security Policies.,Debug,bool,FALSE,,
Comtrade.F5.BigIp.ASM,Comtrade.F5.BigIp.ASM.Discovery.BigIp.ASM.Policy,Discovery,F5 BIG-IP ASM Security Policy Discovery,Discovers F5 BIG-IP ASM Security Policies.,SyncTime,string,,,
Comtrade.F5.BigIp.ASM,Comtrade.F5.BigIp.ASM.Discovery.BigIp.ASM.Policy,Discovery,F5 BIG-IP ASM Security Policy Discovery,Discovers F5 BIG-IP ASM Security Policies.,IntervalSeconds,int,14400,,
Comtrade.F5.BigIp.ASM,Comtrade.F5.BigIp.ASM.Discovery.BigIp.ASM.Policy,Discovery,F5 BIG-IP ASM Security Policy Discovery,Discovers F5 BIG-IP ASM Security Policies.,TimeoutSeconds,int,900,,
Comtrade.F5.BigIp.DNS,Comtrade.F5.BigIp.DNS.DNSWideIp.CnameResolutions.Collection.PerfRule,Rule,CNAME Resolutions for DNS Wide IP Delta (Number) (Performance DB DW),Collects the number of CNAME resolutions for DNS Wide IP.,Enabled,bool,TRUE,TRUE,
Comtrade.F5.BigIp.DNS,Comtrade.F5.BigIp.DNS.DNSWideIp.CnameResolutions.Collection.PerfRule,Rule,CNAME Resolutions for DNS Wide IP Delta (Number) (Performance DB DW),Collects the number of CNAME resolutions for DNS Wide IP.,UseCache,bool,TRUE,,
Comtrade.F5.BigIp.DNS,Comtrade.F5.BigIp.DNS.DNSWideIp.CnameResolutions.Collection.PerfRule,Rule,CNAME Resolutions for DNS Wide IP Delta (Number) (Performance DB DW),Collects the number of CNAME resolutions for DNS Wide IP.,TimeoutSeconds,int,270,,
Comtrade.F5.BigIp.DNS,Comtrade.F5.BigIp.DNS.DNSWideIp.CnameResolutions.Collection.PerfRule,Rule,CNAME Resolutions for DNS Wide IP Delta (Number) (Performance DB DW),Collects the number of CNAME resolutions for DNS Wide IP.,IntervalSeconds,int,300,,
Comtrade.F5.BigIp.DNS,Comtrade.F5.BigIp.DNS.DNSWideIp.CnameResolutions.Collection.PerfRule,Rule,CNAME Resolutions for DNS Wide IP Delta (Number) (Performance DB DW),Collects the number of CNAME resolutions for DNS Wide IP.,SyncTime,string,,,
Comtrade.F5.BigIp.DNS,Comtrade.F5.BigIp.DNS.DNSWideIp.CnameResolutions.Collection.PerfRule,Rule,CNAME Resolutions for DNS Wide IP Delta (Number) (Performance DB DW),Collects the number of CNAME resolutions for DNS Wide IP.,Debug,bool,FALSE,,
Comtrade.F5.BigIp.DNS,Comtrade.F5.BigIp.DNS.DNSWideIp.FallbackPicks.Collection.PerfRule,Rule,Fallback Picks for DNS Wide IP Delta (Number) (Performance DB DW),Collects the number of fallback picks for DNS Wide IP.,Enabled,bool,TRUE,TRUE,
Comtrade.F5.BigIp.DNS,Comtrade.F5.BigIp.DNS.DNSWideIp.FallbackPicks.Collection.PerfRule,Rule,Fallback Picks for DNS Wide IP Delta (Number) (Performance DB DW),Collects the number of fallback picks for DNS Wide IP.,UseCache,bool,TRUE,,
Comtrade.F5.BigIp.DNS,Comtrade.F5.BigIp.DNS.DNSWideIp.FallbackPicks.Collection.PerfRule,Rule,Fallback Picks for DNS Wide IP Delta (Number) (Performance DB DW),Collects the number of fallback picks for DNS Wide IP.,TimeoutSeconds,int,270,,
Comtrade.F5.BigIp.DNS,Comtrade.F5.BigIp.DNS.DNSWideIp.FallbackPicks.Collection.PerfRule,Rule,Fallback Picks for DNS Wide IP Delta (Number) (Performance DB DW),Collects the number of fallback picks for DNS Wide IP.,IntervalSeconds,int,300,,
Comtrade.F5.BigIp.DNS,Comtrade.F5.BigIp.DNS.DNSWideIp.FallbackPicks.Collection.PerfRule,Rule,Fallback Picks for DNS Wide IP Delta (Number) (Performance DB DW),Collects the number of fallback picks for DNS Wide IP.,SyncTime,string,,,
Comtrade.F5.BigIp.DNS,Comtrade.F5.BigIp.DNS.DNSWideIp.FallbackPicks.Collection.PerfRule,Rule,Fallback Picks for DNS Wide IP Delta (Number) (Performance DB DW),Collects the number of fallback picks for DNS Wide IP.,Debug,bool,FALSE,,
Comtrade.F5.BigIp.DNS,Comtrade.F5.BigIp.DNS.DNSWideIp.DroppedRequests.Collection.PerfRule,Rule,Dropped Requests for DNS Wide IP Delta (Number) (Performance DB DW),Collects the number of dropped requests for DNS Wide IP.,Enabled,bool,TRUE,TRUE,
Comtrade.F5.BigIp.DNS,Comtrade.F5.BigIp.DNS.DNSWideIp.DroppedRequests.Collection.PerfRule,Rule,Dropped Requests for DNS Wide IP Delta (Number) (Performance DB DW),Collects the number of dropped requests for DNS Wide IP.,UseCache,bool,TRUE,,
Comtrade.F5.BigIp.DNS,Comtrade.F5.BigIp.DNS.DNSWideIp.DroppedRequests.Collection.PerfRule,Rule,Dropped Requests for DNS Wide IP Delta (Number) (Performance DB DW),Collects the number of dropped requests for DNS Wide IP.,TimeoutSeconds,int,270,,
Comtrade.F5.BigIp.DNS,Comtrade.F5.BigIp.DNS.DNSWideIp.DroppedRequests.Collection.PerfRule,Rule,Dropped Requests for DNS Wide IP Delta (Number) (Performance DB DW),Collects the number of dropped requests for DNS Wide IP.,IntervalSeconds,int,300,,
Comtrade.F5.BigIp.DNS,Comtrade.F5.BigIp.DNS.DNSWideIp.DroppedRequests.Collection.PerfRule,Rule,Dropped Requests for DNS Wide IP Delta (Number) (Performance DB DW),Collects the number of dropped requests for DNS Wide IP.,SyncTime,string,,,
Comtrade.F5.BigIp.DNS,Comtrade.F5.BigIp.DNS.DNSWideIp.DroppedRequests.Collection.PerfRule,Rule,Dropped Requests for DNS Wide IP Delta (Number) (Performance DB DW),Collects the number of dropped requests for DNS Wide IP.,Debug,bool,FALSE,,
Comtrade.F5.BigIp.DNS,Comtrade.F5.BigIp.DNS.DNSWideIp.TotalRequests.Collection.PerfRule,Rule,Total Requests for DNS Wide IP Delta (Number) (Performance DB DW),Collects the number of total requests for DNS Wide IP.,Enabled,bool,TRUE,TRUE,
Comtrade.F5.BigIp.DNS,Comtrade.F5.BigIp.DNS.DNSWideIp.TotalRequests.Collection.PerfRule,Rule,Total Requests for DNS Wide IP Delta (Number) (Performance DB DW),Collects the number of total requests for DNS Wide IP.,UseCache,bool,TRUE,,
Comtrade.F5.BigIp.DNS,Comtrade.F5.BigIp.DNS.DNSWideIp.TotalRequests.Collection.PerfRule,Rule,Total Requests for DNS Wide IP Delta (Number) (Performance DB DW),Collects the number of total requests for DNS Wide IP.,TimeoutSeconds,int,270,,
Comtrade.F5.BigIp.DNS,Comtrade.F5.BigIp.DNS.DNSWideIp.TotalRequests.Collection.PerfRule,Rule,Total Requests for DNS Wide IP Delta (Number) (Performance DB DW),Collects the number of total requests for DNS Wide IP.,IntervalSeconds,int,300,,
Comtrade.F5.BigIp.DNS,Comtrade.F5.BigIp.DNS.DNSWideIp.TotalRequests.Collection.PerfRule,Rule,Total Requests for DNS Wide IP Delta (Number) (Performance DB DW),Collects the number of total requests for DNS Wide IP.,SyncTime,string,,,
Comtrade.F5.BigIp.DNS,Comtrade.F5.BigIp.DNS.DNSWideIp.TotalRequests.Collection.PerfRule,Rule,Total Requests for DNS Wide IP Delta (Number) (Performance DB DW),Collects the number of total requests for DNS Wide IP.,Debug,bool,FALSE,,
Comtrade.F5.BigIp.DNS,Comtrade.F5.BigIp.DNS.DNSWideIp.AlternatePicks.Collection.PerfRule,Rule,Alternate Picks for DNS Wide IP Delta (Number) (Performance DB DW),Collects the number of alternate picks for DNS Wide IP.,Enabled,bool,TRUE,TRUE,
Comtrade.F5.BigIp.DNS,Comtrade.F5.BigIp.DNS.DNSWideIp.AlternatePicks.Collection.PerfRule,Rule,Alternate Picks for DNS Wide IP Delta (Number) (Performance DB DW),Collects the number of alternate picks for DNS Wide IP.,UseCache,bool,TRUE,,
Comtrade.F5.BigIp.DNS,Comtrade.F5.BigIp.DNS.DNSWideIp.AlternatePicks.Collection.PerfRule,Rule,Alternate Picks for DNS Wide IP Delta (Number) (Performance DB DW),Collects the number of alternate picks for DNS Wide IP.,TimeoutSeconds,int,270,,
Comtrade.F5.BigIp.DNS,Comtrade.F5.BigIp.DNS.DNSWideIp.AlternatePicks.Collection.PerfRule,Rule,Alternate Picks for DNS Wide IP Delta (Number) (Performance DB DW),Collects the number of alternate picks for DNS Wide IP.,IntervalSeconds,int,300,,
Comtrade.F5.BigIp.DNS,Comtrade.F5.BigIp.DNS.DNSWideIp.AlternatePicks.Collection.PerfRule,Rule,Alternate Picks for DNS Wide IP Delta (Number) (Performance DB DW),Collects the number of alternate picks for DNS Wide IP.,SyncTime,string,,,
Comtrade.F5.BigIp.DNS,Comtrade.F5.BigIp.DNS.DNSWideIp.AlternatePicks.Collection.PerfRule,Rule,Alternate Picks for DNS Wide IP Delta (Number) (Performance DB DW),Collects the number of alternate picks for DNS Wide IP.,Debug,bool,FALSE,,
Comtrade.F5.BigIp.DNS,Comtrade.F5.BigIp.DNS.DNSWideIp.RequestsReturnedFromDns.Collection.PerfRule,Rule,Requests Returned from DNS for DNS Wide IP Delta (Number) (Performance DB DW),Collects the number of requests returned from DNS for DNS Wide IP.,Enabled,bool,TRUE,TRUE,
Comtrade.F5.BigIp.DNS,Comtrade.F5.BigIp.DNS.DNSWideIp.RequestsReturnedFromDns.Collection.PerfRule,Rule,Requests Returned from DNS for DNS Wide IP Delta (Number) (Performance DB DW),Collects the number of requests returned from DNS for DNS Wide IP.,UseCache,bool,TRUE,,
Comtrade.F5.BigIp.DNS,Comtrade.F5.BigIp.DNS.DNSWideIp.RequestsReturnedFromDns.Collection.PerfRule,Rule,Requests Returned from DNS for DNS Wide IP Delta (Number) (Performance DB DW),Collects the number of requests returned from DNS for DNS Wide IP.,TimeoutSeconds,int,270,,
Comtrade.F5.BigIp.DNS,Comtrade.F5.BigIp.DNS.DNSWideIp.RequestsReturnedFromDns.Collection.PerfRule,Rule,Requests Returned from DNS for DNS Wide IP Delta (Number) (Performance DB DW),Collects the number of requests returned from DNS for DNS Wide IP.,IntervalSeconds,int,300,,
Comtrade.F5.BigIp.DNS,Comtrade.F5.BigIp.DNS.DNSWideIp.RequestsReturnedFromDns.Collection.PerfRule,Rule,Requests Returned from DNS for DNS Wide IP Delta (Number) (Performance DB DW),Collects the number of requests returned from DNS for DNS Wide IP.,SyncTime,string,,,
Comtrade.F5.BigIp.DNS,Comtrade.F5.BigIp.DNS.DNSWideIp.RequestsReturnedFromDns.Collection.PerfRule,Rule,Requests Returned from DNS for DNS Wide IP Delta (Number) (Performance DB DW),Collects the number of requests returned from DNS for DNS Wide IP.,Debug,bool,FALSE,,
Comtrade.F5.BigIp.DNS,Comtrade.F5.BigIp.DNS.DNSWideIp.RequestsReturnedToDns.Collection.PerfRule,Rule,Requests Returned to DNS for DNS Wide IP Delta (Number) (Performance DB DW),Collects the number of requests returned to DNS for DNS Wide IP.,Enabled,bool,TRUE,TRUE,
